name,line
Peppa Pig, You moved before I was ready.
Narrator, Now it’s Chloé’s turn to be the sly fox.
Narrator, Peppa and George must stay very still.
Peppa Pig, It’s not fair. You looked too long.
Narrator, George is the winner.
Peppa Pig, Can we play a different game?
Peppa Pig, I know. Let’s play my favourite game. It’s very grown-up.
Narrator, Peppa’s favourite game is jumping up and down in muddy puddles.
Peppa Pig," George, if you jump in puddles, you must wear your boots. I’ve brought some boots for you too, Chloé."
Peppa Pig, Oh. So am I.
Narrator, George loves jumping in muddy puddles.
Narrator," Secretly Peppa would love to jump in the puddle, but she wants to look grown-up."
Daddy Pig, I hear there’s some puddle jumping going on.
Narrator, Mummy Pig and Daddy Pig love jumping in muddy puddles.
Peppa Pig," Yes, it does."
Peppa Pig," Yes, that’s a good rule."
Peppa Pig, Race you.
Narrator, Peppa and Chloé love jumping up and down in muddy puddles.
Narrator, Everyone loves jumping up and down in muddy puddles. Even grown-up girls.
Narrator, It is Peppa’s birthday. It is very early in the morning.
Peppa Pig, It’s my birthday.
Peppa Pig," George, wake up. It’s my birthday."
Peppa Pig," I’m going to have a party, and Daddy is doing a magic show."
Peppa Pig," Quick, George. Let’s wake Mummy and Daddy up."
Narrator, Mummy Pig and Daddy Pig are still falling asleep.
Peppa Pig," Wake up, it’s my birthday!"
Peppa Pig, Wake up!
Mummy Pig, What time is it?
Peppa Pig, It’s very late.
Daddy Pig, It’s five o’clock in the morning.
Peppa Pig," Yes, the whole day is going."
Mummy Pig," Okay, let’s get your birthday started."
Peppa Pig, Yippee!
Narrator," Mummy Pig, Daddy Pig and George are giving Peppa her birthday present."
Mummy Pig and Daddy Pig," Happy birthday, Peppa."
Peppa Pig," Oo, what is it?"
Peppa Pig, A doll’s dress. I can put it on Teddy.
Peppa Pig," Thank you, everyone."
Daddy Pig," You’re welcome, Peppa. I didn’t know Teddy was a girl teddy."
Peppa Pig," Oh, Daddy, of course Teddy is a girl."
Peppa Pig," (as Teddy) I love my new dress. Thank you, everyone."
Peppa Pig," You’re welcome, Teddy. Don’t get it dirty."
Mummy Pig," Do you know what’s happening next, Peppa?"
Peppa Pig," Yes, my friends are coming for my birthday party, and Daddy is doing a magic show."
Daddy Pig, No one will know the magician is your daddy. You’ll introduce me as The Amazing Mysterio.
Peppa Pig, The Mazy Mistio.
Daddy Pig," Yes, The Amazing Mysterio."
Mummy Pig, Daddy’s been practicing his magic tricks all week.
Peppa Pig, My friends are here! Yippee!
Narrator," Here are Peppa’s friends, Candy Cat, Suzy Sheep, Danny Dog, Rebecca Rabbit, and Pedro Pony."
Peppa Pig," Hello, everyone."
 Pedro Pony," Happy birthday, Peppa."
Mummy Pig," Come on, children. The party’s starting."
The Children, Hurrah!
Narrator, Daddy Pig is going to do a magic show.
Daddy Pig," Peppa, remember what you have to say?"
Daddy Pig," Ladies and gentlemen, introducing The Amazing Mysterio."
Peppa Pig," Okay, Daddy."
Peppa Pig," Ladies and gentlemen, uh, it’s Magic Daddy."
The Children, Hurrah!
Daddy Pig, For my first trick...Abracadabra.
Peppa Pig," Wow, it’s Teddy!"
Daddy Pig, For my next trick I need a helper from the audience.
The Children," Me, me, me, me!"
Daddy Pig, I just need one.
Daddy Pig," Young lady, you put your hand up first. Can you tell the audience your name?"
Suzy Sheep, Suzy Sheep.
Daddy Pig," Okay, Suzy. Here are three balls, a red one, a blue one, and a yellow one."
Suzy Sheep, Okay.
Daddy Pig, You have to secretly choose one while my back is turned.
Suzy Sheep, Okay.
Daddy Pig, Have you chosen one?
Suzy Sheep, Yes.
Daddy Pig," Abracadabra, you chose yellow."
Suzy Sheep, No.
Daddy Pig, Abracadabra...blue.
Suzy Sheep, No.
Daddy Pig, Abracadabra...red.
Suzy Sheep, Yes! It is red.
The Children, Hurrah!
Peppa Pig, Silly Magic Daddy. You said all three colours.
Daddy Pig," Shush, Peppa. Don’t tell anyone."
Daddy Pig, Would you like one more trick?
The Children," Yes, please."
Daddy Pig," Close your eyes. No looking. Say the magic words, “Abracadabra.”"
The Children, Abracadabra.
Daddy Pig, Open your eyes.
Peppa Pig, Hurrah! My banana birthday cake.
Mummy Pig," Blow the candles out, Peppa."
 Pedro Pony," Hurrah! Happy birthday, Peppa."
Peppa Pig," Thank you, everyone. This is my best birthday ever."
Peppa Pig," Daddy, what will we see in the countryside?"
Daddy Pig, (SNORTS) We’ll see birds and trees and flowers and bees.
Narrator, Peppa and George are having a sleepover at Granny and Grandpa Pig's house.
Peppa Pig," Grandpa, where are you going? It's bedtime."
Grandpa Pig," Don't worry, Peppa. I'm just going into the garden to collect slugs and snails."
Peppa Pig, Why?
Granny Pig, Granpda doesn't like slugs and snails because they eat his vegetables-
Grandpa Pig, -and the best time to find them is at night with this torch.
Peppa Pig, Can George and me come too. Please.
Grandpa Pig, Ok. Just this once.
Granny Pig, Put your coats and boots on!
Narrator, Peppa and George are wearing their coats and boots over their pajamas.
Grandpa Pig," You carry the bucket, Peppa. And I'll hold the torch."
Granny Pig," Don't stay up too late, Grandpa Pig."
Peppa Pig," Ok, Granny Pig."
Grandpa Pig, We'll put all the slugs and snails in the bucket.
Grandpa Pig, Ah!! One little snail!
Peppa Pig," Two little snails. And as slugs, slugs I ..."
Narrator," Here's grandpa pig chickens. Sarah, Jemima, Vanessa and Neville (I think these are your names)"
Peppa Pig," Hello, chickens!"
Grandpa Pig," I need to put the chickens to bed. Night night, chickens."
Peppa Pig," Night night, chickens!"
George Pig, Night night!
Peppa Pig," Why aren't the slugs and snails in bed, grandpa?"
Grandpa Pig," Because they're up all night eating my vegetables, some animals eat in the daytime, like my chickens and some animals eat at night like- Ohh! Mr Fox."
Daddy Fox," Hola, Grandpa Pig, putting your chickens the bed, are you?"
Grandpa Pig, Oh yes. Nice and cozy in the henhouse.
Daddy Fox," Jolly good, well over... more why. Good night."
 George and Grandpa Pig, Good night!
Grandpa Pig, Now as I was saying some animals eat at night. Oh! Hello!
Peppa Pig, Grandpa! There's a little animal in your bucket.
Grandpa Pig, Haha! Yes. It's a hedgehog. They like to eat slugs and snails.
Peppa Pig," Hello, hedgehog. Oh! He is rolled into a ball."
Grandpa Pig," Yes, Peppa. He is very shy."
Peppa Pig," Come on Mr. hedgehog, don't be scared."
Grandpa Pig, I like hedgehogs. They are very good at keeping slugs and snails off my lovely lettuce.
Peppa Pig," Bye bye, hedgehog!"
George Pig, Bye bye!
Peppa Pig," Are there anymore night animals, Grandpa."
Grandpa Pig," Yes, there are most."
Peppa Pig, They look like butterflies.
Grandpa Pig, Butterfly that come out at night. They like the torch light when it goes off they leave. When the light goes on they come back.
Peppa Pig, Can I try.
Grandpa Pig," Ok. Bye bye, moths, hello moths, bye bye moths."
Grandpa Pig," And if we leave the torch off, we can see another very tiny night animals."
Peppa Pig, Where?
Grandpa Pig, Look up at the sky.
Peppa Pig, Is it shouldn't star.
Grandpa Pig, No. That is a firefly.
Peppa Pig, Is it on fire.
Grandpa Pig," No, Peppa. It has a tummy that glows."
Peppa Pig," Are there any big night animals in your garden, grandpa?"
Grandpa Pig, No. What is that?
Peppa Pig, It's a big night animal!
Grandpa Pig, It's Granny Pig.
Granny Pig, There you are.
Peppa Pig," Granny, Granny! We've been saying hello to all the night animals."
Granny Pig," Lovely, now it's time to say goodnight to them."
Peppa Pig," Good night, night animals!"
Granny Pig," And it's well past bedtime for you, little piggies."
Peppa Pig," Yes, Granny Pig."
Granny and Grandpa Pig," Good night, little ones."
Peppa Pig," Good night, Granny, good night, Grandpa."
George Pig," Night, night!"
Narrator, Peppa and George Are Looking at Storybooks
Peppa Pig, Look George
Narrator, Peppa and George Are Looking at Storybooks
Peppa Pig, Look George
Daddy Pig, There. The painting is finished.
Peppa Pig, Hooray!
Peppa Pig," Oh it’s the ducks, Oink."
Narrator, It is teatime and Mummy Pig has a surprise for everyone.
Mummy Pig, Today is a day for pancakes.
Daddy Pig, Pancakes. Delicious.
Peppa Pig, I love pancakes.
Narrator, Everyone loves pancakes.
Daddy Pig, I’m the expert at flipping the pancakes over. Leave that to me.
Mummy Pig," Are you sure, Daddy Pig? Last time you got a bit grumpy when you dropped the pancake on the floor."
Daddy Pig, I did not get grumpy. There was a problem with the frying pan.
Peppa Pig," Mummy, can we help make the pancakes, please?"
Mummy Pig," Yes, you can help me make the batter."
Mummy Pig," First, I put some flour in the bowl."
Peppa Pig, Oo-oo.
Mummy Pig, Now I add an egg.
Mummy Pig, Now the milk.
Mummy Pig, And I give it all a stir.
Peppa Pig," Mummy, can I stir?"
Mummy Pig," Yes, of course, Peppa."
Narrator, Peppa loves stirring.
Narrator, George wants to stir as well.
Peppa Pig," No, George. Like this."
Mummy Pig," Okay, that’s enough stirring. You two sit at the table while I cook the pancakes."
Narrator, Mummy Pig is going to flip the pancake over.
Peppa Pig, Hurrah!
Daddy Pig," You could flip it higher, Mummy Pig."
Mummy Pig," You can show us how when you flip your own pancake, Daddy Pig."
Narrator, This first pancake is for George.
Narrator, Mummy Pig pours a little syrup on George’s pancake.
Narrator, Delicious.
Narrator, This pancake is for Peppa.
Peppa Pig, Hurrah!
Daddy Pig," Hmm. You could flip it higher, Mummy Pig."
Mummy Pig," You will get a chance to show me when you flip your own pancake, Daddy Pig."
Peppa Pig, Syrup please.
Peppa Pig," Mmm, delicious."
Narrator, This pancake is for Mummy Pig.
Peppa Pig, Hurrah!
Daddy Pig," You still aren’t flipping them high enough, Mummy Pig."
Mummy Pig," The next pancake is yours, Daddy Pig. So now you can show us how it should be done."
Mummy Pig," Mmm, delicious."
Daddy Pig, Is everyone watching?
Daddy Pig, The secret of making a good pancake is to flip it high into the air.
Daddy Pig," A-one, two, three, hoopla!"
Peppa Pig, Silly Daddy.
Daddy Pig," Oh, maybe that was just a bit too high."
Mummy Pig, What a shame. That was the last pancake.
Daddy Pig, It should be a simple matter to get it down.
Narrator, Oh dear. Daddy Pig cannot reach his pancake.
Mummy Pig," Don’t worry, Daddy Pig. I think I know a way to get it down."
Mummy Pig," Let’s go upstairs, children."
Mummy Pig, This way.
Narrator, What is Mummy Pig planning to do?
Mummy Pig," On the count of three we all have to start jumping up and down. One, two, three, jump!"
Daddy Pig, What are they doing?
Narrator, It worked! Now Daddy Pig has his pancake.
Peppa Pig, Daddy has a pancake on his head.
Mummy Pig," Syrup on your pancake, Daddy Pig?"
Daddy Pig," Yes, please."
Daddy Pig," One, two, three, hoopla!"
Daddy Pig, Delicious.
Peppa Pig, Silly daddy.
Narrator, George Pig is playing with his ball in the garden.
Narrator," Peppa wants to play, too."
Peppa Pig," George, you’re doing it all wrong."
Peppa Pig, This is how to catch a ball.
Peppa Pig, Not like this.
Peppa Pig, That’s what you do.
Narrator, What a cheeky little one Peppa is.
Peppa Pig," George, come back, you little piggy."
Narrator, Maybe Peppa is teasing George just a bit too much.
Mummy Pig," Peppa, have you been teasing George?"
Peppa Pig," Not really, Mummy. I was teaching him how to catch."
Mummy Pig, Really? Well I know a game that will teach George how to catch. It’s called Piggy in the Middle.
Mummy Pig," Peppa, you take the ball and stand over there. And George, you stand over there."
Mummy Pig," Good. You have to throw the ball to each other, and I have to try and catch it. I’m the piggy in the middle."
Peppa Pig, Mummy is the piggy in the middle.
Peppa Pig," Catch, George."
Mummy Pig," Oh, missed it."
Narrator, George has caught the ball.
Peppa Pig, Hurrah!
Mummy Pig," Well done, George. Now you throw the ball to Peppa."
Mummy Pig," Oop, try again."
Mummy Pig," Oh, try again."
Narrator, George cannot throw the ball past Mummy Pig.
Peppa Pig," Come on, George. Give the ball to me."
Peppa Pig, Silly George. I can do that too.
Narrator," Peppa wanted to copy George, but she’s too big and has got stuck."
Mummy Pig," I’ve got the ball. Peppa, now it’s your turn to be piggy."
Mummy Pig," George, catch."
Peppa Pig, Hurrah!
Peppa Pig," Caught it. George, you’re the piggy."
Peppa Pig," George, catch."
Mummy Pig," Catch the ball, George."
Peppa Pig," Catch, George."
Mummy Pig," George, catch."
Peppa Pig," Here’s the ball, George."
Peppa Pig, Whee!
Mummy Pig," Oh, dear. Peppa, you shouldn’t tease George like that."
Peppa Pig," Sorry, George."
Daddy Pig, What’s all the noise?
Peppa Pig," Daddy, George is too little to play Piggy in the Middle."
Daddy Pig," Oh, I’m sure he’s big enough."
Peppa Pig," No, he isn’t, Daddy. Watch."
Daddy Pig," Catch it, George."
Daddy Pig and Mummy Pig, Hurrah!
Peppa Pig, That’s not fair.
Daddy Pig, Yes it is. I just gave George a helping hand.
Peppa Pig," Mummy, can I have a helping hand?"
Mummy Pig," Of course you can, Peppa."
Peppa Pig," To me, George!"
Peppa Pig," Catch, George."
Narrator, Peppa loves catching the ball.
Narrator, George loves catching the ball.
Narrator, Everyone loves catching the ball.
Grandpa Pig, Treasure!
Everyone, Grandpa Pig! Wake Up! Wake Up!
Granny Pig, Grandpa's too far away to hear us.
Peppa Pig," We're Stuck on Pirate Island. Rebecca: We're Castaways. Suzy: Will be here for hundred years. Pedro: We‘ll have to eat wild fruit and berries. Danny: And we’ll have to eat insects, and slugs. Everyone: EW! (then laughs)"
Grandpa Pig, I have forgotten something.
Narrator, Peppa and her family are visiting Granny Pig and Grandpa Pig.
Peppa Pig," Granny Pig, Grandpa Pig!"
George," Granny ‘ig, Grandpa ‘ig!"
Granny Pig," Hello, my little ones. Come inside. We have a surprise."
Peppa Pig, What is it?
Granny Pig, We have a new pet. Can you guess what it is?
George, Dinosaur?
Grandpa Pig," No, it’s not a dinosaur. Come and see."
Narrator, Granny Pig and Grandpa Pig have a parrot.
Granny Pig," Peppa, George, this is our pet parrot. She’s called Polly. Pretty Polly."
Polly, Pretty Polly.
